#                                                                                                                     --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                                                                 accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------                                                       -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
tripartite_orf105.txt -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_101550_102489 -            1.1e-13   45.4   0.0   1.5e-13   44.9   0.0   1.2   1   0   0   1   1   1   1 -
PAPI_1_orf37.txt      -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_101550_102489 -            3.2e-12   40.2   0.1   4.9e-12   39.6   0.1   1.2   1   0   0   1   1   1   1 -
Tn4371_orf44.txt      -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_101550_102489 -            1.4e-10   35.2   0.1   2.1e-10   34.6   0.1   1.1   1   0   0   1   1   1   1 -
tripartite_orf37.txt  -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_101550_102489 -            3.4e-10   34.2   0.0     5e-10   33.6   0.0   1.2   1   0   0   1   1   1   1 -
SPI_7_orf27.txt       -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_101550_102489 -            1.5e-09   31.3   0.1     2e-09   30.8   0.1   1.1   1   0   0   1   1   1   1 -
ICEF_I_II_orf4.txt   -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_108869_109937 -              0.004   10.8   0.0    0.0068   10.0   0.0   1.3   1   0   0   1   1   1   1 -
ICEF_I_II_orf13.txt  -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_111794_112190 -            4.3e-08   28.1   0.0   4.9e-08   27.9   0.0   1.0   1   0   0   1   1   1   1 -
ICEM_orf8.txt        -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_111794_112190 -            1.9e-07   25.6   0.0   2.5e-07   25.2   0.0   1.3   1   1   0   1   1   1   1 -
ICEAPG2_orf19.txt    -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_111794_112190 -             0.0001   17.0   0.0   0.00012   16.7   0.0   1.2   1   0   0   1   1   1   1 -
ICEA5632_orf23.txt   -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_111794_112190 -             0.0033   12.2   0.0    0.0042   11.8   0.0   1.2   1   0   0   1   1   1   1 -
tripartite_orf44.txt -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_119273_119795 -            0.00064   14.0   0.0    0.0011   13.2   0.0   1.3   1   0   0   1   1   1   1 -
SPAP_0883.txt          -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_152515_153520 -               0.21    4.6  60.7    0.0029   10.7  37.9   2.4   1   1   1   2   2   2   0 -
Tn916.orf15.protein.17 -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_152515_153520 -                0.9    2.3  16.2      0.24    4.2  12.8   1.8   1   1   1   2   2   2   0 -
ICEF_III_orf4.txt      -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_152515_153520 -                1.3    2.6   9.1     0.091    6.4   1.6   2.1   2   0   0   2   2   2   0 -
PAPI_1_orf93.txt     -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_225460_226732 -              0.099    5.6   7.1      0.17    4.8   7.1   1.4   1   0   0   1   1   1   0 -
ICE10270_RD.2_orf23.txt -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_298829_299051 -            8.8e-05   16.2   0.2   9.1e-05   16.1   0.2   1.1   1   0   0   1   1   1   1 -
ICEF_I_II_orf13.txt  -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_323731_324223 -            2.3e-12   42.0   0.0     3e-12   41.6   0.0   1.1   1   0   0   1   1   1   1 -
ICEM_orf8.txt        -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_323731_324223 -            1.5e-06   22.7   0.0     2e-06   22.3   0.0   1.3   1   1   0   1   1   1   1 -
ICEAPG2_orf19.txt    -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_323731_324223 -            0.00018   16.1   0.0   0.00022   15.8   0.0   1.2   1   0   0   1   1   1   1 -
ICESt1_orf31.txt        -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_347057_348569 -           7.2e-128  421.5   5.9  1.2e-127  420.8   5.9   1.3   1   0   0   1   1   1   1 -
Sa2603_summary_45.txt   -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_347057_348569 -            3.5e-15   49.3   1.1   6.1e-15   48.5   1.1   1.3   1   0   0   1   1   1   1 -
Tn5253_orf18.protein.13 -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_347057_348569 -            7.1e-15   48.6   1.5   1.2e-14   47.9   1.5   1.2   1   0   0   1   1   1   1 -
ICE6013_orf11.txt       -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_347057_348569 -            1.1e-11   38.9   0.5   1.1e-11   38.9   0.5   1.9   2   0   0   2   2   2   1 -
TnGBS1_gbs0404.txt      -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_347057_348569 -            3.4e-06   20.8   0.3   6.4e-06   19.9   0.3   1.4   1   0   0   1   1   1   1 -
tripartite_orf105.txt -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_361309_362764 -              0.001   12.6   0.0     0.011    9.1   0.0   2.4   2   0   0   2   2   2   1 -
Tn916.orf20.protein.14 -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_652975_653191 -             0.0014   12.1   0.0    0.0014   12.1   0.0   1.0   1   0   0   1   1   1   1 -
CTnDOT_ERL_orf11.txt -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_670125_671796 -             0.0016   12.9   0.0    0.0031   11.9   0.0   1.4   1   0   0   1   1   1   1 -
SPAP_0869.txt           -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_691765_693550 -                  0 1186.2  16.2         0 1186.0  16.2   1.0   1   0   0   1   1   1   1 -
Tn5253_orf13.protein.11 -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_691765_693550 -           4.7e-105  346.7   6.6   1.1e-60  200.1   0.5   2.0   1   1   1   2   2   2   2 -
ICEA5632_orf18.txt      -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_691765_693550 -            5.9e-22   72.2   5.0   2.7e-14   46.9   1.5   2.1   2   0   0   2   2   2   2 -
ICEAPG2_orf24.txt       -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_691765_693550 -            1.4e-20   67.8   2.5   9.2e-15   48.6   0.4   2.1   2   0   0   2   2   2   2 -
ICEM_orf5.txt           -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_691765_693550 -            1.1e-17   58.2   1.8   3.2e-12   40.1   0.4   2.1   2   0   0   2   2   2   2 -
TnGBS1_gbs0396.txt      -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_691765_693550 -            2.4e-16   53.0   0.1   5.3e-11   35.4   0.0   2.1   2   0   0   2   2   2   2 -
Tn4371_orf42.txt        -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_691765_693550 -            1.2e-11   38.1   0.0   1.3e-07   24.8   0.0   2.1   2   0   0   2   2   2   2 -
tripartite_orf39.txt    -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_691765_693550 -            3.8e-11   36.5   0.0     2e-07   24.2   0.0   2.1   2   0   0   2   2   2   2 -
tripartite_orf119.txt   -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_691765_693550 -            7.6e-07   22.0   0.1   1.3e-06   21.2   0.1   1.3   1   0   0   1   1   1   1 -
CTnDOT_ERL_orf_mobC.txt -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_691765_693550 -            9.9e-07   22.1   0.3   1.6e-06   21.4   0.3   1.3   1   0   0   1   1   1   1 -
SPAP_0891.txt        -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_693713_694025 -            2.9e-12   41.4   5.0     3e-12   41.4   5.0   1.0   1   0   0   1   1   1   1 -
ICEF_I_II_orf13.txt  -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_693713_694025 -              9e-05   17.2   3.6   0.00021   16.0   3.6   1.7   1   1   0   1   1   1   1 -
Sa2603_summary_48.txt -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_694028_694244 -            0.00014   16.6   3.5   0.00018   16.2   3.4   1.3   1   1   0   1   1   1   1 -
Tn5253_orf15.protein.7 -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_694263_695130 -            1.3e-10   35.6  19.7   3.6e-10   34.1  18.3   1.8   1   1   1   2   2   2   2 -
Sa2603_summary_47.txt  -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_694263_695130 -            1.8e-09   31.9  21.6   5.2e-09   30.4  21.6   1.6   1   1   0   1   1   1   1 -
Tn5253_orf16.protein.5 -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_695416_695806 -            0.00021   16.2   3.4   0.00028   15.8   3.4   1.2   1   0   0   1   1   1   1 -
SPAP_0880.txt          -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_695717_698144 -                  0 1537.3  27.6         0 1537.2  27.6   1.0   1   0   0   1   1   1   1 -
Sa2603_summary_46.txt  -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_695717_698144 -           7.8e-128  422.1  19.4  9.6e-128  421.8  19.4   1.0   1   0   0   1   1   1   1 -
Tn5253_orf17.protein.4 -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_695717_698144 -             5e-126  416.1  21.0  6.1e-126  415.8  21.0   1.0   1   0   0   1   1   1   1 -
traC.protein.18        -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_695717_698144 -              1e-12   41.6   0.1   1.6e-12   41.0   0.1   1.1   1   0   0   1   1   1   1 -
ICEclc_orf61.txt       -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_695717_698144 -            0.00089   11.6   0.0    0.0018   10.6   0.0   1.4   1   1   0   1   1   1   1 -
SPAP_0881.txt        -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_698147_700265 -           2.5e-132  437.4  46.2  1.7e-127  421.4  29.8   2.2   1   1   1   2   2   2   2 -
SPAP_0882.txt        -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_700277_700517 -            2.3e-07   25.6  16.5   2.7e-07   25.4  16.5   1.1   1   0   0   1   1   1   1 -
SPAP_0884.txt        -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_700491_701958 -            2.3e-43  142.8   9.7   2.3e-43  142.8   9.7   2.7   1   1   1   3   3   3   1 -
SPAP_0891.txt         -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_716800_717472 -            9.7e-85  278.4  27.1   1.1e-84  278.2  27.1   1.0   1   0   0   1   1   1   1 -
Sa2603_summary_40.txt -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_716800_717472 -            8.4e-10   33.8   4.2     1e-09   33.5   3.4   1.6   2   0   0   2   2   2   1 -
ICEYe1_orf56.txt     -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_770145_771393 -             0.0021   12.7   0.1     0.027    9.1   0.0   2.3   2   0   0   2   2   2   1 -
PAPI_1_orf83.txt     -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_796996_799315 -            6.7e-09   29.4   0.4   5.7e-05   16.4   0.0   2.8   3   0   0   3   3   3   2 -
SPI_7_orf140.txt     -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_796996_799315 -            4.3e-07   23.2   0.4    0.0015   11.6   0.1   3.2   3   1   0   3   3   3   2 -
ICEA5632_orf8.txt    -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_808774_810115 -            6.7e-31  102.2  13.8   6.7e-31  102.2  13.8   2.1   1   1   1   2   2   2   1 -
Tn5801_SAV0397.txt   -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_860227_860926 -            0.00012   16.9   0.0    0.0002   16.2   0.0   1.4   1   0   0   1   1   1   1 -
Tn5801_SAV0408.txt   -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_860227_860926 -             0.0015   12.3   0.0    0.0019   11.9   0.0   1.1   1   0   0   1   1   1   1 -
Tn916.orf19.protein.1 -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_875444_876575 -            0.00038   15.4   6.1     0.014   10.4   2.3   2.8   2   0   0   2   2   2   2 -
Tn5801_SAV0407.txt    -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_875444_876575 -              0.016   10.3   9.7     0.022    9.8   2.2   2.9   3   0   0   3   3   3   0 -
SPAP_0887.txt        -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_880331_882461 -            5.3e-27   88.9   1.1   9.7e-27   88.0   1.1   1.4   1   0   0   1   1   1   1 -
Tn916.orf14.protein.9 -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_898618_899218 -            2.6e-26   87.0   2.9   3.3e-26   86.7   2.9   1.0   1   0   0   1   1   1   1 -
Tn5801_SAV0400.txt    -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_898618_899218 -            4.2e-24   79.8   2.4   5.2e-24   79.5   2.4   1.1   1   0   0   1   1   1   1 -
ICEBs1_orf24.txt      -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_898618_899218 -            8.4e-21   68.8   0.1     1e-20   68.5   0.1   1.1   1   0   0   1   1   1   1 -
ICEKp1_orf55.txt     -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_935125_935902 -            0.00028   14.0   0.5   0.00038   13.5   0.5   1.1   1   0   0   1   1   1   1 -
tripartite_orf34.txt -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1000090_1001998 -             0.0015   11.2   0.0     0.034    6.7   0.0   2.1   2   0   0   2   2   2   2 -
ICEAPG2_orf18.txt    -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1059462_1060569 -              0.003   11.6   0.0    0.0052   10.8   0.0   1.3   1   0   0   1   1   1   1 -
ICE10270_RD.1_orf13.txt -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1111901_1113134 -            2.7e-05   17.7   0.5   5.9e-05   16.6   0.5   1.5   1   1   0   1   1   1   1 -
ICEBs1_orf23.txt     -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1177084_1178581 -               0.11    5.0   7.8      0.26    3.8   7.8   1.6   1   0   0   1   1   1   0 -
CTnDOT_ERL_orf18.txt -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1193192_1195007 -            7.4e-09   29.7   0.0   9.1e-07   22.9   0.0   2.6   3   0   0   3   3   3   2 -
SPI_7_orf140.txt     -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1196895_1200564 -              3e-06   20.5   0.9   6.3e-05   16.1   0.1   2.9   4   0   0   4   4   4   2 -
TnGBS1_gbs0404.txt   -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1308834_1310037 -            0.00013   15.6   2.6     0.014    8.9   0.1   2.7   1   1   1   2   2   2   2 -
CTnDOT_ERL_orf7.txt  -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1325725_1325992 -             0.0077   11.0   1.8     0.048    8.5   1.8   1.9   1   1   0   1   1   1   1 -
ICE10270_RD.2_orf23.txt -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1339129_1339342 -            0.00016   15.3   0.0   0.00017   15.2   0.0   1.0   1   0   0   1   1   1   1 -
tripartite_orf119.txt -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1339543_1340299 -             0.0032   10.1   0.0    0.0041    9.7   0.0   1.1   1   0   0   1   1   1   1 -
SPAP_0892.txt        -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1401779_1402316 -            0.00016   16.2   1.6   0.00016   16.2   1.6   2.0   1   1   1   2   2   2   1 -
Tn5801_SAV0407.txt   -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1416322_1417249 -              0.013   10.6   0.1     0.013   10.6   0.1   3.7   4   0   0   4   4   4   0 -
Tn4371_orf46.txt     -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1423425_1424928 -            1.8e-05   17.3   1.5     0.002   10.5   0.0   2.5   3   0   0   3   3   3   2 -
ICEKp1_orf55.txt     -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1423425_1424928 -            0.00042   13.3   0.0   0.00078   12.5   0.0   1.4   1   0   0   1   1   1   1 -
tripartite_orf105.txt -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1433213_1435367 -             0.0014   12.2   0.0      0.01    9.3   0.0   2.0   1   1   0   2   2   2   1 -
ICE6013_orf13.txt       -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1460776_1463182 -            2.4e-13   44.4   0.0   4.3e-13   43.6   0.0   1.3   1   0   0   1   1   1   1 -
ICESt1_orf20.txt        -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1460776_1463182 -            1.3e-11   38.3   0.0   2.1e-11   37.7   0.0   1.2   1   0   0   1   1   1   1 -
Tn5801_SAV0409.txt      -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1460776_1463182 -            7.8e-11   36.2   0.0   1.3e-10   35.5   0.0   1.3   1   0   0   1   1   1   1 -
Tn916.orf21.protein.6   -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1460776_1463182 -            2.5e-10   34.6   0.0   4.9e-10   33.6   0.0   1.4   1   0   0   1   1   1   1 -
ICE10270_RD.2_orf24.txt -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1460776_1463182 -            1.9e-08   28.1   0.0   4.4e-08   26.9   0.0   1.5   1   0   0   1   1   1   1 -
ICEBs1_orf13.txt        -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1460776_1463182 -            2.6e-08   27.6   0.0     4e-08   26.9   0.0   1.2   1   0   0   1   1   1   1 -
ICESt1_orf28.txt        -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1460776_1463182 -             0.0019   10.7   0.0     0.003   10.1   0.0   1.2   1   0   0   1   1   1   1 -
Tn4371_orf44.txt     -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1563646_1564765 -            0.00029   14.4   0.1   0.00047   13.8   0.1   1.2   1   0   0   1   1   1   1 -
PAPI_1_orf114.txt    -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1592170_1592488 -             0.0024   10.6   0.1    0.0028   10.4   0.1   1.1   1   0   0   1   1   1   1 -
Tn916.orf20.protein.14 -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1600262_1600469 -            0.00021   14.9   0.0   0.00022   14.8   0.0   1.0   1   0   0   1   1   1   1 -
ICEF_III_orf15.txt   -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1659360_1660629 -             0.0006   14.0   0.0    0.0011   13.2   0.0   1.3   1   0   0   1   1   1   1 -
ICESt1_orf31.txt        -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1683481_1685107 -           1.2e-130  430.6   2.6  1.2e-130  430.6   2.6   1.5   2   0   0   2   2   2   1 -
Sa2603_summary_45.txt   -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1683481_1685107 -            9.9e-17   54.4   1.1   1.4e-16   53.9   1.1   1.1   1   0   0   1   1   1   1 -
Tn5253_orf18.protein.13 -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1683481_1685107 -            9.8e-16   51.4   0.7   1.4e-15   50.9   0.7   1.1   1   0   0   1   1   1   1 -
ICE6013_orf11.txt       -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1683481_1685107 -            6.1e-12   39.8   0.2     1e-11   39.0   0.2   1.3   1   0   0   1   1   1   1 -
TnGBS1_gbs0404.txt      -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1683481_1685107 -            0.00043   13.9   0.1   0.00043   13.9   0.1   2.1   2   0   0   2   2   2   1 -
ICEYe1_orf56.txt     -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1690922_1691327 -            0.00051   14.7   0.0   0.00069   14.3   0.0   1.3   1   0   0   1   1   1   1 -
Sa2603_summary_35.txt -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1695584_1695755 -              0.003   11.3   0.0     0.003   11.3   0.0   1.0   1   0   0   1   1   1   1 -
ICE10270_RD.2_orf23.txt -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1717615_1717921 -            0.00086   12.9   0.0    0.0011   12.6   0.0   1.2   1   0   0   1   1   1   1 -
ICEF_III_orf13.txt   -          GCF_900474925.1.gbff.1.gbk_GCF_900474925.1.gbff.1.gbk_NZ_LS483334.1_1765034_1765631 -            9.3e-12   39.6   0.1   1.5e-11   39.0   0.1   1.3   1   0   0   1   1   1   1 -
