#                                                                                                                         --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                                                                     accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------                                                           -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ICEHin1056_orf45.txt   -          GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_354878_357278 -            3.2e-07   22.8   0.0    0.0016   10.6   0.0   2.1   2   0   0   2   2   2   2 -
ICEYe1_orf57.txt       -          GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_354878_357278 -            2.1e-06   20.3   0.1   0.00049   12.5   0.0   2.1   2   0   0   2   2   2   2 -
ICEM_orf16.txt         -          GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_354878_357278 -            2.5e-06   20.4   0.0   6.4e-05   15.8   0.0   2.0   2   0   0   2   2   2   1 -
ICEA5632_orf12.txt     -          GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_354878_357278 -            1.8e-05   17.4   0.0   3.5e-05   16.5   0.0   1.3   1   0   0   1   1   1   1 -
ICE6013_orf14.txt      -          GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_354878_357278 -            2.7e-05   16.9   0.1   6.7e-05   15.5   0.1   1.5   1   1   0   1   1   1   1 -
ICEBs1_orf21.txt       -          GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_354878_357278 -            0.00047   12.9   0.0   0.00088   12.1   0.0   1.3   1   0   0   1   1   1   1 -
PAPI_1_orf95.txt       -          GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_354878_357278 -             0.0009   11.4   0.0    0.0016   10.6   0.0   1.3   1   0   0   1   1   1   1 -
tripartite_orf44.txt -          GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_357601_358114 -            3.5e-09   31.1   0.0   7.3e-09   30.1   0.0   1.5   2   0   0   2   2   2   1 -
Tn4371_orf27.txt     -          GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_357601_358114 -            1.1e-08   29.4   0.0   1.9e-08   28.6   0.0   1.4   2   0   0   2   2   2   1 -
traW.protein.14      -          GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_358124_359249 -           5.3e-264  869.0   0.6  5.9e-264  868.9   0.6   1.0   1   0   0   1   1   1   1 -
ICE10270_RD.1_orf13.txt -          GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_381054_384861 -            0.00094   12.6   0.3    0.0025   11.2   0.3   1.7   1   1   0   1   1   1   1 -
ICEclc_orf74.txt     -          GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_392848_393397 -            4.3e-26   86.5   0.2   5.3e-26   86.2   0.2   1.0   1   0   0   1   1   1   1 -
PAPI_1_orf69.txt     -          GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_392848_393397 -            1.5e-17   58.5   0.1   1.6e-17   58.4   0.1   1.1   1   0   0   1   1   1   1 -
SPI_7_orf39.txt      -          GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_392848_393397 -            5.6e-16   53.6   0.0     7e-16   53.3   0.0   1.1   1   0   0   1   1   1   1 -
ICEYe1_orf42.txt     -          GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_392848_393397 -            2.5e-15   51.1   0.0   4.5e-15   50.3   0.0   1.4   1   1   0   1   1   1   1 -
ICEKp1_orf41.txt     -          GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_392848_393397 -            5.1e-09   30.5   0.0   1.3e-08   29.2   0.0   1.7   1   1   0   1   1   1   1 -
Tn916.orf17.protein.9 -          GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_426172_427657 -             0.0015   13.1   1.1    0.0059   11.2   1.1   2.0   1   0   0   1   1   1   1 -
tripartite_orf43.txt -          GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_440759_442706 -            2.8e-11   38.0   0.5   6.7e-11   36.7   0.0   1.8   2   0   0   2   2   2   1 -
#
# Program:         hmmscan
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SCAN
# Query file:      ../tmp5/GCF_000152425.1.gbff.25.gbk.fa2.faa
# Target file:     ICEfamily_refer/conjugation/YXL_26family.hmm
# Option settings: hmmscan --tblout ../tmp5/GCF_000152425.1.gbff.25.gbk.fa2.faa.YXL.hmmscan.out --cpu 20 ICEfamily_refer/conjugation/YXL_26family.hmm ../tmp5/GCF_000152425.1.gbff.25.gbk.fa2.faa 
# Current dir:     /home/yinxiaole/ICEcream_conda/ICEcream/ICEcream_conda_chenxi
# Date:            Thu Sep 21 22:12:53 2023
# [ok]
